attendance_id,employee_id,attendance_date,hours_worked
1910,696,2026-01-21 14:05:26.451180,2.0
1911,369,2025-10-06 14:05:26.451184,2.0
1912,511,2026-05-09 14:05:26.451188,5.0
1913,488,2025-06-07 14:05:26.451193,9.0
1914,248,2026-04-29 14:05:26.451198,6.0
1915,666,2026-05-23 14:05:26.451202,7.0
1916,147,2025-09-19 14:05:26.451206,6.0
1917,663,2025-11-27 14:05:26.451211,4.0
1918,820,2025-06-24 14:05:26.451216,6.0
1919,361,2025-10-07 14:05:26.451220,9.0
1920,1016,2025-08-10 14:05:26.451224,8.0
1921,121,2026-05-11 14:05:26.451229,4.0
1922,848,2026-06-07 14:05:26.451234,8.0
1923,126,2026-05-21 14:05:26.451238,2.0
1924,824,2026-05-24 14:05:26.451242,4.0
1925,43,2026-03-13 14:05:26.451247,3.0
1926,495,2025-10-26 14:05:26.451252,1.0
1927,524,2025-09-19 14:05:26.451258,8.0
1928,888,2026-04-23 14:05:26.451262,5.0
1929,984,2025-11-05 14:05:26.451419,10.0
1930,489,2025-11-21 14:05:26.451452,5.0
1931,1064,2025-08-04 14:05:26.451457,
1932,17,2025-07-14 14:05:26.451462,9.0
1933,571,2026-06-06 14:05:26.451467,6.0
1934,359,2026-01-06 14:05:26.451471,
1935,611,2025-12-06 14:05:26.451475,5.0
1936,1145,2026-06-02 14:05:26.451479,8.0
1937,824,2026-03-11 14:05:26.451483,0.0
1938,245,2026-01-11 14:05:26.451486,0.0
1939,470,2026-02-16 14:05:26.451491,4.0
1940,116,2025-09-14 14:05:26.451504,9.0
1941,233,2025-08-19 14:05:26.451509,6.0
1942,431,2026-06-01 14:05:26.451512,7.0
1943,882,2026-03-05 14:05:26.451516,5.0
1944,803,2026-04-22 14:05:26.451520,8.0
181,387,2026-02-10 14:05:26.451524,5.0
1946,1015,2025-09-01 14:05:26.451529,8.0
1947,903,2025-07-08 14:05:26.451533,4.0
1948,1081,2025-06-08 14:05:26.451537,4.0
1949,256,2025-12-21 14:05:26.451541,2.0
1950,534,2025-06-14 14:05:26.451545,6.0
1951,911,2025-10-29 14:05:26.451552,3.0
1952,746,2025-09-28 14:05:26.451556,9.0
1953,826,2026-01-25 14:05:26.451560,7.0
1954,47,2026-05-30 14:05:26.451564,4.0
1955,1134,2025-12-10 14:05:26.451568,0.0
1956,183,2025-09-23 14:05:26.451572,6.0
1957,532,2025-12-11 14:05:26.451576,6.0
1958,134,2025-07-12 14:05:26.451580,6.0
1959,383,2026-05-07 14:05:26.451587,6.0
1960,1190,2026-06-02 14:05:26.451593,8.0
1961,242,2025-06-30 14:05:26.451597,0.0
1962,965,2026-05-12 14:05:26.451602,5.0
1963,1098,2025-12-25 14:05:26.451605,3.0
1964,1095,2026-04-06 14:05:26.451609,8.0
1965,695,2026-01-25 14:05:26.451613,10.0
1966,992,2026-03-14 14:05:26.451617,1.0
1967,615,2026-02-06 14:05:26.451621,1.0
1968,266,2025-09-19 14:05:26.451625,8.0
1969,1058,2026-01-26 14:05:26.451629,0.0
1970,562,2025-08-20 14:05:26.451633,8.0
1971,147,2025-07-01 14:05:26.451637,7.0
1972,174,2025-10-15 14:05:26.451641,0.0
1973,943,2025-10-16 14:05:26.451645,8.0
1974,164,2025-11-11 14:05:26.451649,2.0
1975,534,2025-09-17 14:05:26.451653,8.0
1976,502,2025-09-04 14:05:26.451657,10.0
1977,590,2025-08-07 14:05:26.451661,7.0
1978,805,2026-04-04 14:05:26.451665,4.0
1979,802,2025-07-06 14:05:26.451669,6.0
1980,75,2025-08-10 14:05:26.451673,5.0
1981,700,2026-01-18 14:05:26.451677,4.0
1982,493,2026-02-23 14:05:26.451681,10.0
1983,248,2026-04-26 14:05:26.451686,10.0
1984,845,2026-01-28 14:05:26.451689,9.0
1985,686,2025-10-24 14:05:26.451694,2.0
1986,941,2026-05-23 14:05:26.451699,8.0
1987,918,2025-08-16 14:05:26.451703,4.0
1988,227,2026-02-13 14:05:26.451711,3.0
1989,230,2025-11-20 14:05:26.451716,7.0
1990,1028,2026-03-11 14:05:26.451722,10.0
1991,1132,2026-06-02 14:05:26.451727,10.0
1992,1121,2025-10-22 14:05:26.451731,4.0
1993,884,2025-10-04 14:05:26.451736,5.0
1994,1001,2025-12-17 14:05:26.451741,3.0
1995,423,2025-11-24 14:05:26.451745,10.0
1996,944,2025-07-11 14:05:26.451749,8.0
1997,453,2025-12-27 14:05:26.451754,5.0
1998,10,2026-04-29 14:05:26.451758,8.0
1999,1025,2026-06-05 14:05:26.451763,3.0
2000,306,2025-08-07 14:05:26.451767,6.0
2001,984,2026-02-05 14:05:26.451771,0.0
2002,487,2026-06-04 14:05:26.451775,8.0
2003,555,2025-08-10 14:05:26.451779,3.0
2004,558,2026-04-27 14:05:26.451784,3.0
2005,1003,2025-08-17 14:05:26.451789,3.0
2006,76,2025-11-06 14:05:26.451794,9.0
2007,354,2026-03-09 14:05:26.451798,6.0
2008,722,2026-03-28 14:05:26.451802,2.0
2009,107,2025-06-18 14:05:26.451807,7.0
2010,837,2026-04-27 14:05:26.451811,7.0
2011,974,2025-11-26 14:05:26.451816,3.0
2012,4,2025-12-26 14:05:26.451820,5.0
2013,937,2025-07-27 14:05:26.451824,0.0
2014,324,2026-04-26 14:05:26.451832,4.0
2015,414,2025-06-20 14:05:26.451838,8.0
2016,222,2025-07-17 14:05:26.451842,0.0
8,618,2026-01-21 14:05:26.451846,4.0
2018,660,2025-06-30 14:05:26.451867,0.0
2019,624,2025-07-28 14:05:26.451871,4.0
2020,62,2025-08-11 14:05:26.451876,4.0
2021,607,2025-12-01 14:05:26.451880,1.0
2022,389,2026-04-16 14:05:26.451887,6.0
2023,1099,2026-05-13 14:05:26.451891,3.0
2024,766,2025-12-15 14:05:26.451896,1.0
2025,1195,2025-09-11 14:05:26.451900,5.0
2026,686,2025-12-18 14:05:26.451905,
2027,480,2025-06-29 14:05:26.451910,0.0
2028,203,2025-11-07 14:05:26.451915,4.0
2029,511,2026-05-03 14:05:26.451919,8.0
2030,848,2026-01-17 14:05:26.451923,7.0
2031,1089,2025-09-23 14:05:26.451928,8.0
2032,169,2025-11-03 14:05:26.451932,9.0
2033,798,2026-05-20 14:05:26.451937,5.0
2034,657,2026-05-11 14:05:26.451941,8.0
2035,154,2025-09-08 14:05:26.451946,
2036,801,2025-07-23 14:05:26.451950,4.0
2037,746,2026-02-01 14:05:26.451956,6.0
2038,1124,2025-09-25 14:05:26.451961,0.0
2039,782,2025-09-29 14:05:26.451965,5.0
2040,547,2025-10-04 14:05:26.451970,6.0
2041,769,2026-01-03 14:05:26.452028,10.0
2042,265,2026-01-19 14:05:26.452033,0.0
2043,1020,2026-01-11 14:05:26.452037,2.0
2044,586,2025-06-07 14:05:26.452041,0.0
2045,991,2025-06-12 14:05:26.452046,10.0
2046,865,2025-08-13 14:05:26.452050,6.0
2047,207,2026-04-08 14:05:26.452055,10.0
2048,738,2025-10-01 14:05:26.452060,0.0
2049,220,2026-02-26 14:05:26.452064,7.0
2050,700,2025-06-09 14:05:26.452069,6.0
2051,566,2025-06-16 14:05:26.452073,10.0
2052,263,2026-06-04 14:05:26.452078,8.0
2053,691,2025-09-16 14:05:26.452083,10.0
2054,881,2025-07-07 14:05:26.452091,1.0
2055,552,2025-11-02 14:05:26.452095,3.0
2056,672,2025-09-11 14:05:26.452100,7.0
2057,161,2025-10-25 14:05:26.452105,10.0
2058,637,2025-10-16 14:05:26.452109,4.0
2059,902,2025-06-24 14:05:26.452114,7.0
2060,217,2025-06-13 14:05:26.452118,1.0
2061,730,2026-04-15 14:05:26.452123,9.0
2062,814,2025-10-06 14:05:26.452127,3.0
2063,477,2026-02-14 14:05:26.452131,7.0
2064,899,2025-10-17 14:05:26.452136,4.0
2065,899,2025-10-23 14:05:26.452141,
2066,470,2026-05-06 14:05:26.452145,0.0
2067,1157,2026-04-28 14:05:26.452150,9.0
2068,299,2025-11-02 14:05:26.452155,0.0
2069,88,2026-04-13 14:05:26.452159,6.0
2070,218,2025-08-20 14:05:26.452164,4.0
2071,333,2025-11-03 14:05:26.452168,8.0
2072,389,2025-10-29 14:05:26.452172,0.0
2073,852,2025-11-04 14:05:26.452178,3.0
2074,784,2025-12-18 14:05:26.452183,8.0
2075,989,2026-01-16 14:05:26.452187,5.0
2076,1059,2025-07-26 14:05:26.452191,4.0
2077,1143,2026-04-14 14:05:26.452196,4.0
2078,1084,2025-10-21 14:05:26.452200,2.0
2079,701,2025-06-19 14:05:26.452207,7.0
2080,713,2025-08-29 14:05:26.452212,10.0
2081,197,2026-01-06 14:05:26.452216,4.0
2082,646,2025-07-28 14:05:26.452220,6.0
2083,849,2026-04-15 14:05:26.452227,3.0
2084,857,2026-02-12 14:05:26.452232,0.0
2085,841,2025-10-27 14:05:26.452236,2.0
2086,971,2025-11-20 14:05:26.452243,0.0
2087,169,2026-02-17 14:05:26.452247,9.0
2088,122,2025-07-06 14:05:26.452252,8.0
2089,610,2025-10-10 14:05:26.452257,6.0
2090,280,2025-10-30 14:05:26.452262,1.0
2091,411,2025-12-14 14:05:26.452266,5.0
2092,1086,2025-12-24 14:05:26.452270,8.0
2093,958,2026-05-18 14:05:26.452274,10.0
2094,784,2026-05-12 14:05:26.452279,2.0
2095,641,2026-02-05 14:05:26.452283,5.0
2096,749,2025-12-18 14:05:26.452287,1.0
2097,360,2025-09-22 14:05:26.452292,
2098,552,2025-12-18 14:05:26.452296,5.0
2099,378,2026-04-23 14:05:26.452301,8.0
2100,223,2026-02-07 14:05:26.452306,1.0
2101,71,2025-06-18 14:05:26.452310,7.0
2102,829,2026-03-07 14:05:26.452314,3.0
114,81,2026-05-01 14:05:26.452319,3.0
2104,1125,2026-05-27 14:05:26.452324,9.0
2105,62,2025-08-06 14:05:26.452329,0.0
2106,652,2025-12-20 14:05:26.452333,1.0
2107,101,2025-07-13 14:05:26.452338,6.0
2108,1059,2026-03-09 14:05:26.452342,1.0
2109,629,2026-01-16 14:05:26.452347,6.0
2110,483,2025-07-27 14:05:26.452351,1.0
2111,869,2026-05-01 14:05:26.452355,1.0
2112,1068,2025-07-26 14:05:26.452359,0.0
2113,765,2026-05-31 14:05:26.452364,4.0
2114,179,2025-09-09 14:05:26.452368,2.0
2115,510,2025-09-22 14:05:26.452373,2.0
2116,221,2025-10-26 14:05:26.452377,4.0
2117,1111,2026-03-25 14:05:26.452383,2.0
2118,774,2026-05-04 14:05:26.452387,5.0
2119,369,2025-06-27 14:05:26.452391,7.0
2120,490,2025-06-09 14:05:26.452396,8.0
2121,937,2026-01-21 14:05:26.452401,9.0
2122,659,2026-01-31 14:05:26.452406,7.0
2123,783,2026-03-16 14:05:26.452410,3.0
2124,40,2025-07-08 14:05:26.452415,5.0
2125,763,2025-09-22 14:05:26.452419,8.0
2126,990,2025-08-29 14:05:26.452424,4.0
2127,66,2025-12-22 14:05:26.452428,2.0
93,820,2025-09-03 14:05:26.452432,7.0
2129,1130,2025-08-16 14:05:26.452436,9.0
2130,209,2025-09-16 14:05:26.452440,2.0
2131,1084,2026-02-15 14:05:26.452445,9.0
2132,1057,2025-08-04 14:05:26.452449,10.0
2133,266,2026-01-10 14:05:26.452453,2.0
2134,210,2026-02-06 14:05:26.452458,
2135,898,2026-04-17 14:05:26.452462,5.0
2136,956,2026-02-24 14:05:26.452466,5.0
2137,634,2025-12-09 14:05:26.452470,9.0
2138,722,2025-08-20 14:05:26.452474,0.0
2139,1197,2026-02-02 14:05:26.452478,2.0
2140,695,2025-06-15 14:05:26.452483,2.0
2141,375,2026-04-29 14:05:26.452487,7.0
2142,1085,2025-11-30 14:05:26.452495,5.0
2143,815,2026-01-26 14:05:26.452500,8.0
2144,1104,2026-03-30 14:05:26.452505,1.0
2145,327,2025-11-26 14:05:26.452510,2.0
2146,1137,2025-06-27 14:05:26.452515,7.0
2147,794,2025-10-10 14:05:26.452519,3.0
2148,863,2026-05-25 14:05:26.452523,5.0
2149,64,2026-01-28 14:05:26.452530,9.0
2150,435,2026-01-03 14:05:26.452534,4.0
2151,557,2026-05-02 14:05:26.452539,2.0
2152,1019,2025-08-15 14:05:26.452543,0.0
2153,545,2025-12-30 14:05:26.452548,0.0
2154,635,2026-05-02 14:05:26.452552,7.0
2155,445,2025-11-16 14:05:26.452558,7.0
2156,99,2026-02-08 14:05:26.452562,3.0
2157,73,2025-06-14 14:05:26.452567,2.0
2158,175,2026-02-01 14:05:26.452574,10.0
2159,780,2026-04-06 14:05:26.452577,10.0
2160,32,2025-10-23 14:05:26.452582,10.0
2161,658,2026-04-13 14:05:26.452586,7.0
2162,239,2025-06-16 14:05:26.452590,10.0
2163,252,2026-05-05 14:05:26.452595,3.0
2164,673,2025-10-16 14:05:26.452599,8.0
2165,643,2026-05-20 14:05:26.452603,6.0
2166,95,2025-12-26 14:05:26.452608,3.0
2167,646,2026-02-26 14:05:26.452612,9.0
2168,407,2025-09-06 14:05:26.452616,0.0
2169,479,2025-06-23 14:05:26.452621,6.0
2170,661,2025-12-03 14:05:26.452626,6.0
2171,64,2025-09-07 14:05:26.452630,10.0
2172,745,2025-08-31 14:05:26.452635,7.0
2173,176,2025-10-14 14:05:26.452639,6.0
2174,624,2026-02-06 14:05:26.452643,1.0
2175,528,2025-09-24 14:05:26.452648,6.0
2176,4,2025-07-24 14:05:26.452652,5.0
2177,46,2026-04-05 14:05:26.452657,7.0
2178,384,2025-09-19 14:05:26.452662,
2179,170,2025-09-16 14:05:26.452667,3.0
2180,133,2025-08-23 14:05:26.452672,1.0
2181,356,2026-03-26 14:05:26.452679,3.0
2182,561,2026-03-04 14:05:26.452683,2.0
2183,1068,2026-04-21 14:05:26.452688,5.0
2184,955,2026-03-18 14:05:26.452692,1.0
2185,557,2025-09-23 14:05:26.452696,3.0
2186,1191,2025-07-24 14:05:26.452700,8.0
2187,890,2025-10-19 14:05:26.452705,7.0
2188,368,2025-06-22 14:05:26.452710,0.0
2189,779,2026-05-19 14:05:26.452714,8.0
2190,193,2025-08-26 14:05:26.452718,10.0
2191,585,2026-03-25 14:05:26.452745,5.0
2192,448,2026-01-18 14:05:26.452749,0.0
2193,472,2025-08-27 14:05:26.452753,5.0
2194,1,2025-07-04 14:05:26.452759,3.0
2195,858,2026-03-27 14:05:26.452763,9.0
2196,111,2026-03-03 14:05:26.452767,4.0
2197,245,2025-08-18 14:05:26.452772,0.0
36,851,2025-09-07 14:05:26.452776,3.0
2199,599,2025-12-21 14:05:26.452781,0.0
2200,39,2025-10-19 14:05:26.452785,3.0
2201,214,2026-05-06 14:05:26.452790,2.0
2202,288,2025-08-18 14:05:26.452794,4.0
2203,975,2026-04-23 14:05:26.452798,10.0
2204,849,2026-03-30 14:05:26.452803,2.0
2205,1145,2025-11-21 14:05:26.452807,6.0
2206,1112,2026-03-16 14:05:26.452815,0.0
2207,266,2026-02-19 14:05:26.452820,0.0
2208,320,2026-03-09 14:05:26.452824,2.0
2209,256,2025-06-26 14:05:26.452829,7.0
2210,877,2026-04-22 14:05:26.452834,1.0
2211,862,2026-02-17 14:05:26.452838,7.0
2212,289,2026-01-21 14:05:26.452843,6.0
2213,577,2026-04-26 14:05:26.452849,6.0
2214,265,2026-05-20 14:05:26.452854,
2215,409,2026-05-12 14:05:26.452858,9.0
2216,431,2025-10-17 14:05:26.452863,1.0
2217,509,2025-10-15 14:05:26.452867,1.0
2218,1145,2025-09-10 14:05:26.452871,10.0
2219,1005,2026-03-11 14:05:26.452876,3.0
2220,270,2025-12-27 14:05:26.452880,2.0
2221,428,2026-03-17 14:05:26.452885,1.0
8,298,2026-02-19 14:05:26.452890,4.0
2223,80,2026-02-05 14:05:26.452895,4.0
2224,208,2025-07-01 14:05:26.452899,3.0
2225,583,2026-06-07 14:05:26.452904,0.0
2226,359,2025-10-26 14:05:26.452909,7.0
2227,641,2026-01-15 14:05:26.452913,6.0
2228,581,2026-03-25 14:05:26.452918,10.0
2229,184,2025-08-27 14:05:26.452922,4.0
2230,126,2025-12-01 14:05:26.452926,10.0
2231,575,2026-04-02 14:05:26.452931,2.0
2232,1069,2025-12-16 14:05:26.452938,3.0
2233,834,2026-04-05 14:05:26.452942,3.0
2234,815,2026-06-07 14:05:26.452946,4.0
132,666,2025-10-18 14:05:26.452951,9.0
2236,875,2025-12-05 14:05:26.452957,1.0
2237,447,2026-02-10 14:05:26.452961,7.0
2238,284,2025-08-04 14:05:26.452967,2.0
2239,244,2026-03-29 14:05:26.452971,
2240,1181,2026-04-07 14:05:26.452980,
2241,728,2025-09-12 14:05:26.453037,5.0
2242,461,2025-08-09 14:05:26.453042,3.0
2243,206,2025-12-11 14:05:26.453047,0.0
2244,277,2026-03-16 14:05:26.453055,6.0
2245,1113,2025-08-03 14:05:26.453060,9.0
2246,31,2026-01-23 14:05:26.453064,3.0
2247,1091,2025-11-04 14:05:26.453068,3.0
2248,1059,2025-10-26 14:05:26.453073,1.0
2249,36,2026-05-23 14:05:26.453077,8.0
2250,776,2026-02-06 14:05:26.453083,8.0
2251,23,2026-01-24 14:05:26.453087,5.0
2252,23,2025-09-02 14:05:26.453091,7.0
2253,416,2025-06-29 14:05:26.453096,
2254,277,2026-01-07 14:05:26.453100,7.0
2255,533,2026-05-21 14:05:26.453104,0.0
2256,687,2025-06-14 14:05:26.453108,10.0
2257,742,2025-08-08 14:05:26.453113,0.0
2258,616,2025-10-17 14:05:26.453117,
2259,1074,2026-04-22 14:05:26.453121,1.0
2260,1096,2025-11-19 14:05:26.453126,5.0
2261,127,2026-04-21 14:05:26.453131,
2262,406,2026-01-10 14:05:26.453136,3.0
2263,802,2026-04-02 14:05:26.453140,1.0
2264,948,2026-04-06 14:05:26.453144,3.0
2265,331,2025-08-26 14:05:26.453710,9.0
2266,733,2025-12-10 14:05:26.453723,6.0
2267,420,2026-06-07 14:05:26.453727,6.0
47,84,2025-08-08 14:05:26.453730,4.0
2269,590,2026-02-27 14:05:26.453734,1.0
2270,741,2025-06-28 14:05:26.453737,6.0
2271,552,2026-01-03 14:05:26.453741,10.0
2272,774,2026-03-08 14:05:26.453744,8.0
2273,1102,2026-05-31 14:05:26.453747,8.0
2274,429,2026-04-04 14:05:26.453763,10.0
2275,642,2025-07-22 14:05:26.453766,2.0
2276,891,2026-02-11 14:05:26.453771,6.0
2277,766,2025-09-29 14:05:26.453774,2.0
2278,1152,2025-07-12 14:05:26.453777,9.0
2279,59,2026-05-26 14:05:26.453780,3.0
2280,648,2026-05-29 14:05:26.453783,4.0
2281,1046,2025-11-24 14:05:26.453786,7.0
2282,79,2025-06-26 14:05:26.453789,4.0
2283,685,2025-07-22 14:05:26.453792,6.0
2284,380,2025-08-10 14:05:26.453795,1.0
2285,502,2025-07-02 14:05:26.453798,6.0
2286,561,2025-11-13 14:05:26.453840,8.0
2287,650,2025-08-01 14:05:26.453844,7.0
2288,318,2025-07-28 14:05:26.453846,
2289,1008,2025-12-09 14:05:26.453850,1.0
2290,407,2026-04-12 14:05:26.453852,7.0
2291,992,2025-09-06 14:05:26.453855,3.0
2292,718,2025-06-20 14:05:26.453858,10.0
2293,576,2026-01-22 14:05:26.453861,7.0
2294,127,2025-10-07 14:05:26.453864,9.0
2295,1193,2026-03-04 14:05:26.453866,0.0
2296,960,2025-09-05 14:05:26.453869,9.0
2297,866,2025-12-08 14:05:26.453872,7.0
2298,388,2026-04-02 14:05:26.453875,5.0
2299,10,2026-04-26 14:05:26.453878,9.0
2300,468,2025-08-15 14:05:26.453881,2.0
2301,166,2025-06-24 14:05:26.453884,7.0
2302,1119,2026-05-26 14:05:26.453887,0.0
2303,23,2025-12-12 14:05:26.453889,3.0
2304,922,2026-01-04 14:05:26.453895,0.0
2305,1125,2026-02-18 14:05:26.453898,2.0
2306,1131,2025-07-25 14:05:26.453901,6.0
2307,611,2025-06-16 14:05:26.453904,10.0
2308,627,2025-11-11 14:05:26.453909,
2309,1009,2025-11-28 14:05:26.453912,6.0
2310,585,2025-06-30 14:05:26.453915,8.0
2311,1060,2026-01-18 14:05:26.453918,0.0
2312,689,2025-08-15 14:05:26.453921,4.0
2313,716,2026-05-18 14:05:26.453923,9.0
2314,724,2026-01-22 14:05:26.453926,6.0
2315,960,2026-04-24 14:05:26.453929,7.0
2316,855,2026-02-28 14:05:26.453933,5.0
2317,611,2026-04-13 14:05:26.453936,8.0
2318,393,2025-08-03 14:05:26.453939,4.0
2319,871,2026-03-19 14:05:26.453942,5.0
2320,713,2026-05-27 14:05:26.453944,6.0
2321,709,2026-03-23 14:05:26.453947,0.0
2322,592,2026-05-17 14:05:26.453950,4.0
2323,322,2025-09-15 14:05:26.453953,5.0
2324,1088,2025-08-23 14:05:26.453957,8.0
2325,561,2025-11-29 14:05:26.453960,7.0
2326,929,2025-07-03 14:05:26.453963,4.0
2327,649,2026-03-02 14:05:26.453966,2.0
2328,224,2025-07-24 14:05:26.453969,9.0
2329,912,2025-11-22 14:05:26.453972,4.0
2330,201,2026-05-19 14:05:26.453974,8.0
2331,50,2026-01-09 14:05:26.453978,9.0
2332,435,2025-08-27 14:05:26.453980,4.0
2333,421,2025-11-01 14:05:26.453983,6.0
2334,884,2025-12-01 14:05:26.453986,8.0
2335,141,2026-02-08 14:05:26.453989,1.0
2336,741,2025-09-09 14:05:26.453992,3.0
2337,592,2025-12-11 14:05:26.453995,10.0
2338,126,2025-09-12 14:05:26.453999,5.0
2339,444,2026-01-08 14:05:26.454002,1.0
2340,651,2025-12-14 14:05:26.454006,0.0
2341,1152,2026-02-20 14:05:26.454009,5.0
2342,223,2025-08-21 14:05:26.454012,7.0
2343,1104,2025-10-24 14:05:26.454015,9.0
2344,1094,2025-08-06 14:05:26.454018,4.0
2345,134,2026-03-06 14:05:26.454021,7.0
2346,106,2026-03-10 14:05:26.454024,0.0
2347,934,2025-07-27 14:05:26.454026,4.0
2348,283,2026-05-14 14:05:26.454030,1.0
2349,772,2025-07-06 14:05:26.454032,7.0
2350,677,2025-08-25 14:05:26.454035,7.0
2351,778,2025-10-23 14:05:26.454038,7.0
2352,812,2026-01-12 14:05:26.454041,9.0
2353,1159,2026-01-28 14:05:26.454044,1.0
2354,598,2025-12-08 14:05:26.454046,8.0
76,779,2025-10-09 14:05:26.454049,4.0
2356,98,2025-09-20 14:05:26.454052,7.0
2357,576,2025-12-26 14:05:26.454055,10.0
2358,37,2025-06-20 14:05:26.454058,8.0
2359,805,2026-02-08 14:05:26.454061,0.0
2360,1010,2026-02-09 14:05:26.454064,9.0
2361,115,2025-12-10 14:05:26.454067,5.0
2362,824,2026-04-23 14:05:26.454070,5.0
2363,640,2025-11-27 14:05:26.454072,7.0
2364,1147,2025-07-17 14:05:26.454076,6.0
2365,471,2025-09-26 14:05:26.454079,3.0
2366,525,2025-09-25 14:05:26.454082,10.0
2367,297,2025-10-09 14:05:26.454084,3.0
2368,1175,2025-10-07 14:05:26.454087,8.0
2369,844,2026-04-24 14:05:26.454090,2.0
2370,722,2026-05-11 14:05:26.454093,6.0
2371,662,2025-11-11 14:05:26.454098,6.0
2372,1043,2025-09-08 14:05:26.454101,4.0
2373,1061,2025-09-04 14:05:26.454106,7.0
2374,763,2025-10-23 14:05:26.454108,0.0
2375,458,2026-02-12 14:05:26.454111,9.0
98,843,2026-01-26 14:05:26.454114,10.0
2377,832,2025-11-08 14:05:26.454117,
2378,267,2026-01-07 14:05:26.454120,9.0
2379,1088,2025-11-29 14:05:26.454123,4.0
2380,940,2025-10-17 14:05:26.454127,7.0
2381,340,2025-10-31 14:05:26.454131,
2382,728,2025-08-23 14:05:26.454136,5.0
2383,445,2025-07-23 14:05:26.454140,10.0
2384,138,2025-06-07 14:05:26.454144,1.0
2385,403,2026-05-23 14:05:26.454148,0.0
2386,791,2025-11-28 14:05:26.454152,0.0
2387,129,2026-03-05 14:05:26.454155,1.0
49,807,2025-10-04 14:05:26.454159,7.0
2389,345,2025-10-20 14:05:26.454163,8.0
2390,606,2026-01-13 14:05:26.454167,7.0
2391,914,2025-12-01 14:05:26.454171,10.0
2392,1038,2025-11-07 14:05:26.454175,7.0
2393,353,2026-03-10 14:05:26.454178,2.0
147,165,2025-11-03 14:05:26.454182,1.0
2395,1058,2025-11-22 14:05:26.454186,4.0
2396,1085,2026-01-06 14:05:26.454191,2.0
2397,582,2026-04-08 14:05:26.454195,1.0
2398,875,2025-09-26 14:05:26.454199,0.0
2399,318,2026-05-11 14:05:26.454203,1.0
2400,206,2025-07-25 14:05:26.454207,7.0
2401,1169,2025-07-03 14:05:26.454216,10.0
2402,315,2026-02-24 14:05:26.454219,5.0
2403,292,2026-04-01 14:05:26.454225,10.0
2404,130,2026-01-30 14:05:26.454230,1.0
2405,215,2026-04-19 14:05:26.454235,2.0
2406,363,2025-06-19 14:05:26.454238,4.0
2407,927,2025-10-19 14:05:26.454242,4.0
2408,772,2025-11-08 14:05:26.454246,5.0
2409,1036,2025-11-08 14:05:26.454251,10.0
2410,525,2026-01-22 14:05:26.454255,0.0
2411,1044,2026-05-18 14:05:26.454260,6.0
2412,375,2025-10-31 14:05:26.454263,4.0
2413,940,2025-06-26 14:05:26.454268,2.0
2414,1165,2025-11-13 14:05:26.454272,2.0
2415,103,2026-04-27 14:05:26.454277,9.0
2416,4,2025-11-11 14:05:26.454280,0.0
2417,74,2025-12-12 14:05:26.454284,6.0
2418,141,2025-06-27 14:05:26.454288,0.0
2419,826,2026-05-22 14:05:26.454293,9.0
2420,224,2026-01-23 14:05:26.454297,9.0
2421,984,2025-06-15 14:05:26.454301,2.0
2422,223,2025-10-14 14:05:26.454305,1.0
2423,1067,2026-01-22 14:05:26.454310,0.0
2424,12,2025-07-16 14:05:26.454314,1.0
2425,1122,2025-06-18 14:05:26.454318,0.0
2426,875,2025-09-03 14:05:26.454322,2.0
2427,203,2025-11-02 14:05:26.454326,2.0
2428,816,2026-04-09 14:05:26.454330,5.0
2429,83,2026-05-25 14:05:26.454334,4.0
2430,1065,2026-03-15 14:05:26.454339,8.0
2431,553,2025-07-24 14:05:26.454343,9.0
2432,485,2025-08-15 14:05:26.454348,5.0
2433,32,2026-01-09 14:05:26.454352,3.0
2434,220,2025-06-21 14:05:26.454356,9.0
2435,254,2025-12-28 14:05:26.454370,
2436,914,2025-10-31 14:05:26.454374,1.0
2437,297,2025-07-09 14:05:26.454378,8.0
2438,109,2026-01-15 14:05:26.454383,10.0
2439,183,2025-08-11 14:05:26.454387,0.0
2440,215,2025-07-26 14:05:26.454392,7.0
2441,414,2025-10-07 14:05:26.454396,0.0
2442,612,2025-11-23 14:05:26.454411,1.0
2443,130,2026-02-27 14:05:26.454415,10.0
2444,128,2025-11-16 14:05:26.454419,5.0
2445,44,2026-06-06 14:05:26.454424,3.0
2446,818,2026-02-01 14:05:26.454427,7.0
2447,526,2025-09-12 14:05:26.454432,5.0
2448,470,2026-04-21 14:05:26.454437,6.0
2449,888,2026-05-27 14:05:26.454441,10.0
2450,25,2026-06-04 14:05:26.454449,0.0
2451,981,2026-02-21 14:05:26.454453,5.0
2452,175,2026-04-18 14:05:26.454458,10.0
2453,678,2026-04-01 14:05:26.454463,5.0
2454,1112,2025-08-16 14:05:26.454467,0.0
2455,884,2025-08-15 14:05:26.454471,7.0
2456,1127,2025-07-18 14:05:26.454475,9.0
2457,1018,2025-07-05 14:05:26.454480,10.0
2458,661,2026-03-25 14:05:26.454485,2.0
2459,217,2026-04-29 14:05:26.454489,3.0
2460,1153,2025-09-18 14:05:26.454493,2.0
2461,1090,2025-10-17 14:05:26.454498,8.0
2462,563,2026-03-21 14:05:26.454503,7.0
2463,300,2026-03-26 14:05:26.454508,
2464,500,2025-10-28 14:05:26.454513,3.0
2465,482,2026-01-08 14:05:26.454521,9.0
2466,962,2026-05-17 14:05:26.454526,10.0
2467,935,2026-03-30 14:05:26.454532,1.0
